Date,Value
2018-01-03,1.0049698946051706
2018-01-04,1.0079276572674112
2018-01-05,1.01546027274568
2018-01-08,1.0153169731932112
2018-01-09,1.0190556654840708
2018-01-10,1.017894981533018
2018-01-11,1.0134341578179353
2018-01-12,1.0197044970992475
2018-01-16,1.0069763631744058
2018-01-17,1.0097668681719927
2018-01-18,1.0101377801579674
2018-01-19,1.0142506782490088
2018-01-22,1.0136684956366242
2018-01-23,1.013147552376347
2018-01-24,1.016596791524979
2018-01-25,1.0173491192720263
2018-01-26,1.022833803766667
2018-01-29,1.0240237690614802
2018-01-30,1.0133300205591143
2018-01-31,1.0132493009579049
2018-02-01,1.007157212822842
2018-02-02,0.9944921868725329
2018-02-05,0.9632019153550831
2018-02-06,0.9765877302683137
2018-02-07,0.9737013541393937
2018-02-08,0.9655540760596115
2018-02-09,0.9747819634857419
2018-02-12,0.9805659085182145
2018-02-13,0.979461751998127
2018-02-14,0.9904603101446852
2018-02-15,0.9998123617343517
2018-02-16,1.0004757506236925
2018-02-20,0.99966189303845
2018-02-21,0.9939308347706705
2018-02-22,0.9907394876717097
2018-02-23,0.9995010954742465
2018-02-26,1.0042732787628226
2018-02-27,1.0010520415563502
2018-02-28,0.9942737083892879
2018-03-01,0.9918751015407036
2018-03-02,0.9959858130165852
2018-03-05,1.001359612956214
2018-03-06,0.9989586699388067
2018-03-07,0.994239785094563
2018-03-08,0.9936800566267108
2018-03-09,1.000050694179151
2018-03-12,0.997507158527675
2018-03-13,0.9956041841141244
2018-03-14,0.9861415375300703
2018-03-15,0.9843385813281044
2018-03-16,0.9844626076484263
2018-03-19,0.9780037197206556
2018-03-20,0.9791691751883516
2018-03-21,0.9775772041201372
2018-03-22,0.9661815296435506
2018-03-23,0.9596071553584758
2018-03-26,0.9633492392342513
2018-03-27,0.9540143314822922
2018-03-28,0.9549294288729797
2018-03-29,0.9525189410604753
2018-04-02,0.9425147177866907
2018-04-03,0.951727631018642
2018-04-04,0.9520216079438625
2018-04-05,0.9536897556670481
2018-04-06,0.9438838950223177
2018-04-09,0.9486853818763468
2018-04-10,0.9561437648572522
2018-04-11,0.9564073726489052
2018-04-12,0.9675073647508631
2018-04-13,0.9671698664997681
2018-04-16,0.9715920354451449
2018-04-17,0.9739628949260424
2018-04-18,0.9752557246805205
2018-04-19,0.9716702115696049
2018-04-20,0.9719306295013744
2018-04-23,0.9734985190446171
2018-04-24,0.973299331144703
2018-04-25,0.9668754801181386
2018-04-26,0.9744565406878498
2018-04-27,0.9730681845890709
2018-04-30,0.9707508467678576
2018-05-01,0.970231083370999
2018-05-02,0.9669472689608234
2018-05-03,0.9720801459674536
2018-05-04,0.9775565963123228
2018-05-07,0.9764986714789883
2018-05-08,0.975261094626449
2018-05-09,0.9789053827243924
2018-05-10,0.9801042070054562
2018-05-11,0.9769726783642613
2018-05-14,0.9804138239254663
2018-05-15,0.9761556469808871
2018-05-16,0.9779028895357299
2018-05-17,0.9758781262006577
2018-05-18,0.977322725017084
2018-05-21,0.9800848875117134
2018-05-22,0.9745387994996612
2018-05-23,0.9720241859766635
2018-05-24,0.9727738332262799
2018-05-25,0.9713370784810865
2018-05-29,0.9676960061815965
2018-05-30,0.9719663245215464
2018-05-31,0.9696938055582542
2018-06-01,0.9740316042953829
2018-06-04,0.9769057049316644
2018-06-05,0.9785039104661446
2018-06-06,0.9812534331349353
2018-06-07,0.9800748919456093
2018-06-08,0.9828399175710381
2018-06-11,0.9771578192061118
2018-06-12,0.9747215419759134
2018-06-13,0.9706946972232459
2018-06-14,0.9762916083000295
2018-06-15,0.9749751835230414
2018-06-18,0.9755715914703658
2018-06-19,0.9755620178144847
2018-06-20,0.9765760532934031
2018-06-21,0.9731511106708179
2018-06-22,0.9673774799679397
2018-06-25,0.9643675739627239
2018-06-26,0.9621310358456282
2018-06-27,0.958885024882833
2018-06-28,0.9592052792298256
2018-06-29,0.962759803481418
2018-07-02,0.9682355184098238
2018-07-03,0.9666193471734984
2018-07-05,0.9726842721771801
2018-07-06,0.976582699899148
2018-07-09,0.9788978559313465
2018-07-10,0.9764792764480437
2018-07-11,0.9747144803541716
2018-07-12,0.9759031632522798
2018-07-13,0.9770061654421079
2018-07-16,0.980700486932237
2018-07-17,0.9886800542539639
2018-07-18,0.9870016617912271
2018-07-19,0.9861796185610071
2018-07-20,0.9849128372630391
2018-07-23,0.9856987178721628
2018-07-24,0.9923736025152642
2018-07-25,0.994972131947836
2018-07-26,0.9932331013409125
2018-07-27,0.9912598004188417
2018-07-30,0.9880987820098757
2018-07-31,0.9889953065892224
2018-08-01,0.9860529515490852
2018-08-02,0.9877611963070364
2018-08-03,0.9903482012050181
2018-08-06,0.9882238945513845
2018-08-07,0.9851541142122057
2018-08-08,0.9794857583472077
2018-08-09,0.9817967223687238
2018-08-10,0.9745160135971594
2018-08-13,0.9698694044042155
2018-08-14,0.9707821214041688
2018-08-15,0.969871338990991
2018-08-16,0.9738918064477494
2018-08-17,0.9801434722567458
2018-08-20,0.9760802376201181
2018-08-21,0.9775093589215099
2018-08-22,0.9752356339091526
2018-08-23,0.9757482885809647
2018-08-24,0.9791082649599986
2018-08-27,0.982818238269944
2018-08-28,0.9843378750130118
2018-08-29,0.9856491591812343
2018-08-30,0.9829932016667964
2018-08-31,0.9836866312055219
2018-09-04,0.9840114009114066
2018-09-05,0.9767346617772084
2018-09-06,0.97448123609363
2018-09-07,0.9717705023181064
2018-09-10,0.9694943645041715
