Date,Consumer,Manuf,HiTec,Hlth,btc,eth
2018-01-02,,,,,,
2018-01-03,-0.002703651574314823,0.0038924147153438535,0.010841023177874769,0.008860628432196467,0.014505086054969111,0.08480341627994366
2018-01-04,0.004987541511038747,0.006180859075081099,0.004987541511038968,-0.0018016219466282088,0.02585842824803167,0.01873036167350314
2018-01-05,0.002796087302001409,0.008265744417032593,0.009752291442678522,0.005882663158155512,0.11094452953729485,0.016979703746571467
2018-01-08,0.0010993954433010642,0.005186526687300154,0.004091617903253336,-0.004811556997221858,-0.1388378134003492,0.14076552186282124
2018-01-09,0.0009995003330834232,0.0009995003330834232,-0.0008003201707691552,0.010445257861538604,-0.03861992220665626,0.12368134760985788
2018-01-10,-0.00481155699722197,-0.004309271588098403,-0.002002002670672968,0.0003999200213268913,0.025562164635524225,-0.034375534046981966
2018-01-11,-0.0015011261262670914,0.009851316050374202,0.0066776547532402765,0.004290781417156246,-0.11058116741362263,-0.083748920321997
2018-01-12,-0.0007002451143934259,0.005783244755727361,0.0064789660977090735,0.006180859075081099,0.04198319183702074,0.09749359549276614
2018-01-16,0.0015987213636970735,-0.007830579115188451,-0.005515180688109888,-0.00010000500033334732,-0.196150019384302,-0.1892351444722054
2018-01-17,0.011137744410455803,0.011928570865273812,0.014100124378781408,0.009157937784765724,-0.02662523913776235,-0.038148810498464185
2018-01-18,-0.003907624831016742,-0.005113049386822903,0.00029995500899794244,-0.0020020026706730793,0.025266707476315743,0.021487982757907597
2018-01-19,0.013705647056111967,0.009157937784765724,0.002796087302001188,0.005783244755727361,0.011480784055017625,0.002717524518743902
2018-01-22,0.004888034072775866,-0.0005001250416822429,0.00727348396649869,0.011928570865273812,-0.060003441856622736,-0.03510022292668295
2018-01-23,0.0031948908965192886,-0.003606495594111744,0.006280237957150015,-0.0035061393292877014,-0.005779885423653502,-0.01712140331800685
2018-01-24,0.0008995952428359939,0.0007996801705642441,-0.008233804927103542,0.0009995003330834232,0.04418609725643604,0.07098402541777941
2018-01-25,-0.005012541823544286,0.006280237957150456,-0.0008003201707688218,0.010841023177874769,-0.008842259367552611,-0.002600707840248035
2018-01-26,0.009653257028138126,0.004390348301292854,0.016365354086264012,0.023032699110572784,-0.007846394102556208,-0.0008146886787546303
2018-01-29,-0.008132983230188878,-0.009141657917283275,-0.007326775386460855,-0.0013008457330480696,0.011127149553966915,0.11381049571593667
2018-01-30,-0.003405793134832821,-0.007528266420791748,-0.009747351454879961,-0.016841017196026556,-0.11132515302966894,-0.09879825820701822
2018-01-31,0.0001999800026662447,0.00029995500899816443,0.0055843782939006634,-0.01969263334573593,0.011295200421318582,0.04310449900718177
2018-02-01,-0.0039076248310170765,-0.002402884616310315,0.0001999800026662447,0.005087039048556989,-0.10845799638872773,-0.07568923036724218
2018-02-02,-0.01663764115302325,-0.021734492146006208,-0.0274739770007552,-0.013287894326935407,-0.03775622775012468,-0.1241031265244571
2018-02-05,-0.03469496979688697,-0.042490051620952006,-0.04092616661264584,-0.04625338451746204,-0.23874030029910423,-0.2716327080071913
2018-02-06,0.007571265496318126,0.01607018017749446,0.023911820046312877,0.011137744410456021,0.10870919082663183,0.12782818401833046
2018-02-07,-0.0014009809156279892,-0.0005001250416822429,-0.010454457903859097,0.00029995500899794244,-0.017261906053983648,-0.046523999009708265
2018-02-08,-0.02275698712261629,-0.03645653701061521,-0.04061368288529702,-0.03739038921855906,0.08115416198669995,0.07717330715965874
2018-02-09,0.0040916179032535575,0.012126179797840335,0.02176149178151271,0.014494446150452511,0.05546355066788704,0.07767794919184422
2018-02-12,0.01182975175357744,0.016758783814954843,0.016857117066422588,0.009356094924025029,0.021467611717940465,-0.017298460030262437
2018-02-13,0.0030952049073023,0.0015987213636970735,0.003693171837617385,0.0012991557316201288,-0.03746663522015054,-0.02736396396477533
2018-02-14,0.0028958031120256893,0.013113639145382983,0.019802627296180167,0.012817503710614343,0.09916074093751738,0.08859492149652262
2018-02-15,0.012126179797840555,0.014987129808248456,0.018919884852510553,0.01577491911536224,0.06836184023155013,0.014420859824017617
2018-02-16,-0.0028039273327342593,0.0014988761237359487,-0.0028039273327342593,0.0055843782939006634,0.006617573638271057,0.007690939983400131
2018-02-20,-0.01440323031074363,-0.0072260450917395825,0.0015987213636968517,-0.010353412079491597,0.1082321041179471,-0.05311049641051887
2018-02-21,-0.007326775386460855,-0.0035061393292877014,-0.003706861931326289,-0.0034057931348327095,-0.06459170224791023,-0.052035884871772124
2018-02-22,0.00029995500899794244,0.0064789660977090735,-0.0002000200026670447,-0.0020020026706730793,-0.06626121098880938,-0.0446618375987236
2018-02-23,0.01291622526654623,0.008265744417032813,0.01970458327433543,0.01607018017749446,0.02916567969339066,0.06125112140513199
2018-02-26,0.006081470315867954,0.010841023177874548,0.014494446150452511,0.011730922875698699,0.006348117057278656,0.005914023179779086
2018-02-27,-0.012578782206860185,-0.012680053157374145,-0.009343515003152466,-0.010555513939516587,0.0340346060989737,0.0102428390907912
2018-02-28,-0.008738065943285188,-0.015722960465236538,-0.005515180688110111,-0.01602776107719725,-0.03102947063646394,-0.02661422639491456
2018-03-01,-0.005113049386823126,-0.013997509643853549,-0.01602776107719725,-0.014707628872274288,0.05182687604474616,0.019684608701039625
2018-03-02,0.009851316050374202,0.0015987213636970735,0.010841023177874769,0.015971769509698665,0.012288390831968733,-0.01775236219554125
2018-03-05,0.00767050630421974,0.010841023177874769,0.010445257861538604,0.008464078412129364,0.04298153693384054,-0.0037052807203050895
2018-03-06,0.005286004429237438,0.005882663158155732,0.0038924147153438535,-0.0017014466397575704,-0.07101737882303372,-0.043982022694103465
2018-03-07,-0.006823225348125313,-0.0008003201707693774,0.007472014838701278,0.005683816468297709,-0.0785471416488412,-0.08173834520662224
2018-03-08,0.010049335853001438,0.0046889894861314695,0.004688989486131248,0.01064316009847998,-0.05895751127349285,-0.06621615789568791
2018-03-09,0.0055843782939006634,0.017839918128330797,0.01862546412316482,0.014691548742989464,-0.006134788034011313,0.03393391977600025
2018-03-12,-0.0011006054440332261,-0.007931370326279833,0.0028958031120256893,-0.0020020026706730793,-0.014284020556032829,-0.04071965221494876
2018-03-13,0.0005998200719675495,-0.005615738785635856,-0.01207258123426936,-0.0007002451143934259,-0.0011163614975213596,-0.012949399458144831
